,price,area,n_bedrooms,n_bathrooms,front_width,front_road_width,legal_docs,facing_direction,balcony_direction,property_type,city_province,district,address,url,title,description,interior
1613,1920.0,52.5,1.0,1.0,,,Có sổ,,,Căn hộ chung cư,Bình Dương,Thuận An,"Dự án The Emerald Golf View, Đường Quốc Lộ 13, Phường Lái Thiêu, Thuận An, Bình Dương",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-13-phuong-lai-thieu-prj-the-emerald-golf-view/-chi-con-vai-ngop-gia-tot-1pn-1ty88-2pn-2ty35-3pn-3ty85-lh-tran-han-vu-pr43414092,The Emerald Golf View chỉ còn vài căn ngộp giá tốt 1PN 1tỷ92; 2PN 2ty38; 3PN 4ty25; LH: Trần Hàn Vũ,"The Emerald Golf View chỉ còn vài căn ngộp giá tốt: 1PN 1tỷ92; 2PN 2tỷ38, 3PN 4tỷ25; LH: Trần Hàn Vũ -0906 721 ***.- Căn 1PN: 1,92tỷ.- Căn 2PN: 2,38tỷ.- Căn 3PN: 4,25tỷ.Đặc biệt:- Đã có sổ - công chứn...",Đầy đủ
1614,6800.0,42.0,3.0,3.0,6.0,3.5,Có sổ,,,Nhà riêng,TP.HCM,Gò Vấp,"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-rieng-duong-thong-nhat-phuong-16-3/-pho-dep-me-ly-ke-sieu-thi-lottemart-cityland-gia-6-8-ti-p-16-go-vap-pr44144205,Nhà phố đẹp mê ly kế siêu thị Lottemart - Cityland giá 6.8 tỉ - Đường Thống Nhất - P16 - Gò Vấp,"Siêu phẩm kế Cityland - siêu thị Lottemart.Giá: 6.8 tỉ TL.- Vị trí đường Thống Nhất - P. 16 - Gò Vấp - HCM.- Hướng: Tây Nam.- Diện tích 6m x 6,7m.- Kết cấu: 1 trệt 1 lửng 2 lầu sân thượng.- Gồm gara x...",Đầy đủ
1615,16000.0,225.0,5.0,5.0,,15.2,Có sổ,Nam,Nam,"Nhà biệt thự, liền kề",Bắc Ninh,Từ Sơn,"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/mien-lai-mien-goc-18-thang-so-ngay-cao-cap-rong-225m2-sat-ha-noi-chi-16-ty-pr44144170,"Miễn lãi miễn gốc 18 tháng, sở hữu ngay biệt thự cao cấp rộng 225m2 sát Hà Nội chỉ 16 tỷ",Cách Vinhomes Cổ Loa Mà Giá chỉ bằng 1/4 vinhome cổ loa.Chính thức ra mắt biệt thự cao cấp Vsip Bắc Ninh.Không gian sống đỉnh cao đón đầu làn sóng hạ tầng triệu đô!Ưu đãi chưa từng có cơ hội vàng cho ...,Không nội thất
1616,16800.0,90.0,5.0,4.0,5.0,8.0,Có sổ,Bắc,,"Nhà biệt thự, liền kề",TP.HCM,Quận 7,"Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoang-quoc-viet-phuong-phu-my-9-prj-khu-dan-cu-phu-my/-5x18-moi-dep-view-ho-thoang-mat-phong-cach-hien-dai-gia-phai-chang-pr43832511,Nhà 5x18m mới đẹp view hồ thoáng mát phong cách hiện đại giá phải chăng,"Bán nhà xây mới 100% KDC Phú Mỹ - view sông đường Phạm Hữu Lầu Quận 7.- Diện tích 5m x 18m.- Nhà 1 trệt, 3 lầu, sân thượng. 5PN, 4 toilet.- KDC an ninh, khu nhà cao tầng đồng bộ, tiện ích xung quanh.-...",Đầy đủ
1617,53000.0,100.0,,,,,Có sổ,,,Đất,Hà Nội,Hai Bà Trưng,"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",https://batdongsan.com.vn/ban-dat-pho-dai-la-phuong-truong-dinh/ban-mat-lo-goc-3-mat-thoang-via-he-8m-100m-gia-58-ty-pr43112135,GẤP Chủ hạ sốc 11tỷ! Đất mặt phố Đại La lô góc 3 mặt thoáng vỉa hè 8m - 100m nở hậu chỉ còn 53 tỷ,"Vị trí đắc địa 1 mặt phố, 2 mặt ngõ lô góc cực hiếm.Diện tích: 100m² mặt tiền rộng, thoáng 3 hướng.Vỉa hè rộng 8m Kinh doanh siêu đỉnh.Lô đất vuông vắn, pháp lý rõ ràng.Vị trí trung tâm quận Hai Bà Tr...",
1618,,207.0,4.0,3.0,,,Có sổ,,,"Nhà biệt thự, liền kề",Quảng Ninh,Hạ Long,"Grand Bay Halong Villas, Hoàng Quốc Việt, Hùng Thắng, Hạ Long, Quảng Ninh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoang-quoc-viet-phuong-hung-thang-1-prj-grand-bay-halong-villas/ban-mat-bien-ha-long-gan-intercontinental-5-sao-san-dat-o-so-lau-dai-pr44136315,"Bán Biệt thự mặt biển Hạ Long, gần InterContinental 5 sao, sẵn nhà, đất ở sổ lâu dài","Diện tích đất (DT đất):207m2Tổng diện tích xây dựng (Tổng DTXD): 325m2Căn biệt thự nằm sát biển, vị trí dễ dàng tiếp cận bãi biển riêng.Bao quanh là hệ thống biệt thự Elegant và Ocean được quy hoạch t...",Không nội thất
1619,100000.0,700.0,10.0,10.0,20.0,50.0,Có sổ,Bắc,Bắc,"Nhà biệt thự, liền kề",TP.HCM,Cần Giờ,"Dự án Vinhomes Green Paradise, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/booking-dang-chinh-thuc-nhan-giu-cho-quy-mo-sieu-do-thi-2-870ha-pr44143794,"Ra mắt siêu dự án Vinhomes Green Paradise Cần Giờ đợt 1, liền kề, biệt thự, shipping,0939 731 ***","Điểm nổi bật Vinhomes Green Paradise.Vinhomes Green Paradise Cần Giờ là đại dự án đô thị biển quy mô 2.870 ha do Vingroup phát triển tại xã Long Hòa và thị trấn Cần Thạnh (huyện Cần Giờ, TP. HCM) có l...",Đầy đủ
1620,28000.0,158.0,7.0,8.0,7.3,,Có sổ,,,Nhà riêng,TP.HCM,Phú Nhuận,"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thu-phuong-8-13/chinh-chu-dep-quan-phu-nhuan-hem-xe-hoi-158m2-1t2l-2-san-ong-t-pr44143766,"Chính chủ nhà đẹp Hoàng Văn Thụ, quận Phú Nhuận - Hẻm xe hơi 158m2, 1T2L, 2 sân thượng thoáng","Bán nhà chính chủ hẻm xe hơi vào ở ngay!- Vị trí: Trung tâm, dễ di chuyển, gần White Palace Hoàng Văn Thụ, Công viên Hoàng Văn Thụ, Bệnh viện Tâm Anh,...- Diện tích đất: 158 m² | Diện tích xây dựng: 3...",Cơ bản
1621,9600.0,100.0,,,,,,Tây - Nam,,Đất nền dự án,Đà Nẵng,Ngũ Hành Sơn,"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-doan-khue-1-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/tong-hop-bds-tai-viet-a-lo-ong-lo-goc-lo-bt-chuyen-sau-uy-tin-pr42593447,"Tổng hợp BĐS tại khu đô thị Nam Việt Á: Lô ống - lô góc - lô BT: Chuyên sâu uy tín, Mạnh Nam Việt Á","Tổng hợp BĐS tại khu đô thị Nam Việt Á: Lô ống - lô góc - lô BT: Chuyên sâu uy tín.Phần 1 lô ống:- Trịnh Lỗi 95m² hướng Tây Nam giá 7,x tỷ.- Tùng Thiện Vương: 95m² giá 7,x tỷ.- Trương Công Hy: 105m² g...",
1622,8500.0,99.7,3.0,3.0,4.5,15.0,Có sổ,,,Nhà mặt phố,TP.HCM,Quận 9,"Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-xuan-hop-phuong-phuoc-binh-1/ban-4-tang-8-5-ty-99-7m2-dang-cho-thue-quan-9-pr44143545,"Bán nhà mặt phố 4 tầng Đỗ Xuân Hợp, 8,5 tỷ, 99,7m2, đang cho thuê, Phước Bình, Quận 9","Nhanh tay sở hữu nhà mặt phố tại Đỗ Xuân Hợp, Phước Bình, Quận 9, Hồ Chí Minh với những đặc điểm nổi bật sau:- Giá chỉ 8,5 tỷ VND cho 99,7m², 4 tầng, 3PN, 3WC, nội thất cơ bản.- Mặt tiền rộng 4,5m, th...",Cơ bản
1623,13500.0,150.0,,,,,Sổ đỏ,,,Đất,Hưng Yên,Văn Giang,"Xã Nghĩa Trụ, Văn Giang, Hưng Yên",https://batdongsan.com.vn/ban-dat-xa-nghia-tru/can-tien-ban-gap-150m2-so-do-chinh-chu-nam-trong-khuon-vien-du-an-vinhome-ocean-park-pr44143472,"Cần tiền bán gấp 150m2 đất sổ đỏ chính chủ, nằm trong khuôn viên dự án Vinhomes Ocean Park","Cần tiền bán gấp 150m² đất sổ đỏ chính chủ, nằm trong khuôn viên dự án Vinhomes Ocean Park 2, Hưng Yên, đầy đủ tiện ích 5 sao bể bơi, sân golf, sân pick..., trường học, bệnh viện, cách khu chung cư Ma...",
1624,17800.0,90.0,6.0,6.0,5.0,5.5,Có sổ,Bắc,,Nhà riêng,Đà Nẵng,Ngũ Hành Sơn,"Đường An Thượng 34, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",https://batdongsan.com.vn/ban-nha-rieng-duong-an-thuong-34-phuong-my-an/giam-mh-b-4-tg-pho-tay-34-90m2-ngg-5m-b-nh-trong-tu-gia-17-8ty-pr44143460,"Giảm Mạnh! Bán Nhà 4 Tầng Phố Tây An Thượng 34 - 90m2 ngang 5m - Bán Nhanh Trong Tuần - Giá 17,8ty","BÁN NHÀ AN THƯỢNG 34, NGAY TRUNG TÂM PHỐ TÂY, VIEW CÔNG VIÊN THOÁNG- Diện tích: 90m², ngang 5m- Thiết kế 4 tầng gồm 6 phong và 1 mb cho thuê kinh doanh (hiện trạng nhà cũ, chỉ cần tuốt lại bên trong đ...",
1625,5200.0,79.0,2.0,1.0,,,,,,Căn hộ chung cư,TP.HCM,Nhà Bè,"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-celesta-rise/gio-hang-moi-nhat-2025-san-vuon-view-doc-quyen-gia-tot-chi-co-tai-nam-gia-phat-pr41998876,Giỏ hàng Celesta view độc quyền mới nhất 2025 1PN 3.8 tỷ - 2PN 4.9 tỷ - 3PN 6 tỷ,"Giỏ hàng mới nhất 2025 - Căn hộ view độc quyền Celesta Rise, giá cực tốt chỉ có tại Nam Gia Phát.- Căn 1PN: Diện tích 49m²:+ Giao thô: 3.85 tỷ.+ Giao hoàn thiện: 4.1 tỷ.- Căn 2PN: Diện tích 79 m².+ Gi...",Giao thô
1626,5600.0,63.0,2.0,2.0,,,Hợp đồng mua bán,Đông,Tây,Căn hộ chung cư,Hà Nội,Nam Từ Liêm,"The Victoria - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-victoria-vinhomes-smart-city/chuyen-nhuong-cac-du-an-o-vinme-gia-tot-nhat-cam-ket-tro-chuyen-doi-kan-vay-0-pr44142195,Chuyễn nhượng các dự án ở Vinhome Smart City-Giá tốt nhất -cam kết hỗ trợ chuyển đổi khoản vay 0%,"Kính chào Quý Anh Chị Nhà Đầu TưCảm ơn Anh Chị đã quan tâm. Em xin chúc sức khỏe  công việc thuận lợi  đầu tư sinh lời, an cư thịnh vượng.Em gửi tới Anh Chị quỹ căn 101 căn hộ tại phân khu The Victori...",Cơ bản
1627,2600.0,90.0,4.0,4.0,12.0,8.0,Hợp đồng mua bán,Nam,Nam,"Nhà biệt thự, liền kề",Long An,Đức Hòa,"Phúc An City, Đường 824, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-824-xa-my-hanh-nam-prj-phuc-an-city/b-gap-vilass-2-6-ty-90m2-duc-hoa-long-pr43592694,Bán Biệt Thự Siêu Đẹp Phúc An Villas Đức Hòa  2.6 Tỷ - 90m²  Hỗ Trợ Vay Ngân Hàng,"BÁN NHÀ BIỆT THỰ PHÚC AN  GIÁ CHỈ 2 TỶ 600 TRIỆU- Vị trí: Dự án Phúc An, Đức Hòa, Long An  Tiếp giáp TP.HCM- Diện tích: 6m x 15m, tổng DT : 90m²- Nhà thiết kế 1 trệt 2 lầu, kiến trúc hiện đại, có ban ...",
1628,17000.0,15000.0,,,50.0,8.0,Có sổ,,,Đất,Hòa Bình,Lạc Thủy,"Xã Đồng Tâm, Lạc Thủy, Hòa Bình",https://batdongsan.com.vn/ban-dat-xa-dong-tam-5/ban-sieu-pham-nghi-duong-cuoi-cung-xot-lai-cua-lac-thuy-hoa-binh-pr42507074,Bán siêu phẩm nghỉ dưỡng cuối cùng xót lại của Lạc Thuỷ - Hoà Bình,"1. Pháp lý:- Pháp lý chuẩn chỉ không tranh chấp.- Sổ đỏ công chứng trong ngày.2. Diện tích:- Tổng diện tích 15.000m².- Trong đó 1.500 thổ cư, còn lại là đất cây lâu năm.3. Tiện ích:- View triệu đô thí...",
1629,,7800.0,,,53.0,20.0,Có sổ,,,Đất,TP.HCM,Cần Giờ,"Đường Trần Quang Nhơn, Xã Bình Khánh, Cần Giờ, Hồ Chí Minh",https://batdongsan.com.vn/ban-dat-duong-tran-quang-nhon-xa-binh-khanh-1/can-tien-ra-nhanh-lo-mat-tien-7-800m2-980m2-tho-gia-6-8-trieu-m2-chinh-chu-pr43142798,"Cần tiền ra nhanh đất mặt tiền Trần Quang Nhơn 7.800m2 (980m2 thổ), giá 6.xx tr /m2 rẻ hơn 20%. CC",Đang cần tiền để giải ngân cho ngân hàng nên cần bán gấp đất đẹp ở Bình Khánh. Làm việc trực tiếp chính chủ ở Midtown Q7.- Cam kết giá rẻ hơn xung quanh 20%.- Đất sổ đỏ cực rộng 7800m² (có sẵn 980 m² ...,
1630,115000.0,238.0,,,12.55,12.0,Có sổ,Đông - Nam,,Đất,TP.HCM,Quận 1,"4, Đường Nguyễn Thành Ý, Phường Đa Kao, Quận 1, Hồ Chí Minh",https://batdongsan.com.vn/ban-dat-duong-nguyen-thanh-y-phuong-da-kao/ban-xa-villa-2-mat-tien-4-p-dakao-quan-1-115-t-thong-so-nhu-sau-pr44143294,"Bán đất xây villa 2 mặt tiền: 4 Nguyễn Thành Ý, P. Đakao. Quận 1 (115 tỷ), thông số như sau","Địa chỉ: 4 Nguyễn Thành Ý, P. Đakao, Q1.- Diện tích không lộ giới: 12.55mx19m. 238m². Hẻm sau là hẻm xe hơi rộng 5m.- Đã có GPXD: Hầm 6 tấm. Mật độ 70%. Tổng sàn sau khi xây 1150m².- Vị trí: Ngay Nguy...",
1631,4600.0,69.0,2.0,2.0,,,Hợp đồng mua bán,Tây - Bắc,Đông - Nam,Căn hộ chung cư,Hà Nội,Gia Lâm,"Dự án The London - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ly-thanh-tong-xa-duong-xa-prj-the-london-vinhomes-ocean-park/hiem-2-phong-ngu-goc-toa-toan-tien-do-gian-2026-dt-69m2-nhan-nha-vihomes-o-park-pr44143289,Hiếm căn 2 phòng ngủ góc Toà London thanh toán tiến độ giãn 2026-dt 69m2 nhận nha Vihomes Ocan Park,"Căn hộ cực hiếm tại Vinhomes Ocean Park Gia Lâm, diện tích 69m², thiết kế 2 phòng ngủ 2 vệ sinh góc Toà London 1 phân khu The London cao cấp. Thanh toán theo tiến độ cực giãn đến 2026, tầng trung thoá...",Cơ bản
1632,,100.0,,,,,,,,Đất nền dự án,Hà Nội,Mê Linh,"Khu đô thị Cienco 5 Mê Linh, Tiền Phong, Mê Linh, Hà Nội",https://batdongsan.com.vn/ban-dat-nen-du-an-xa-tien-phong-8-prj-khu-do-thi-cienco-5-me-linh/chinh-chu-gui-em-ban-nhanh-lo-biet-thu-b-300m2-gia-chi-33-5-trieu-m2-pr44084642,Quỹ đất chuyển nhượng Cienco 5 Mê Linh giá tốt! Em cam kết tư vấn trung thực & không chênh giá!,"Em Hiếu - chuyên mua bán, nhận ký gửi dự án Cienco 5 Mê Linh ạ.Em cam kết làm việc trung thực, uy tín và chuyên nghiệp.Báo giá chủ nhà rao bán, tuyệt đối không chênh!Em cam kết hỗ trợ mọi thủ tục giao...",
1633,117000.0,207.4,,,,,Có sổ,,,Nhà mặt phố,TP.HCM,Bình Thạnh,"Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-mat-pho-duong-dien-bien-phu-phuong-15-5/toa-p-15-q-binh-thanh-9-76x29m-cn-208m2-san-1879m2-ham-9lau-hdt-420tr-th-117-ty-pr41811668,"Toà nhà Điện Biên Phủ P15 Q. Bình Thạnh 9.76x29m CN 207,4m2 sàn 1879m2 hầm 9lầu HĐT 420tr/th 117 tỷ","Tôi chính chủ cần bán toà nhà MT Điện Biên Phủ phường 15 quận Bình Thạnh có thông số như sau:Diện tích: 9.76m x 29m. Công nhận 207.4m². Diện tích sàn 1879.6m².Kết cấu: Hầm, 8 tầng, lửng, mái che thang...",
1634,39000.0,183.0,,,,,Có sổ,,,"Nhà biệt thự, liền kề",Hà Nội,Hà Đông,"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/chinh-chu-can-ban-l15-02-kdt-nam-cuong-vi-tri-qua-dep-so-san-pr41811881,"Chính chủ. Cần bán biệt thự L15 - 02 KĐT Mới Dương Nội, Nam Cường. Vị trí quá đẹp. Sổ đỏ sẵn","Chính chủ. Cần bán biệt thự L15 - 02 KĐT Mới Dương Nội, Nam Cường. Vị trí quá đẹp. Sổ đỏ sẵn.- Dtich 183,3m².- Xây 1 hầm 4T nổi.- Sổ đỏ sẵn.Giá bán 39 tỷ. Có thương lượng.Liên hệ:0989 695 ***0914 102 ...",
1635,6500.0,90.0,2.0,2.0,,,Hợp đồng mua bán,,,Căn hộ chung cư,TP.HCM,Nhà Bè,"Celesta Rise, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Hồ Chí Minh",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-celesta-rise/gio-hang-chuyen-nhuong-1-2-va-3-pn-chinh-chu-cam-ket-gia-mua-tot-nhat-thi-truong-pr44141529,"Giỏ hàng chuyển nhượng căn hộ CELESTA 1, 2 và 3 PN chính chủ. Cam kết giá mua tốt nhất thị trường","- Celesta Rise là dự án thuộc phân khúc căn hộ cao cấp của chủ đầu tư tên tuổi có quy mô toàn cầu là Keppel Land (Singapore).- Cam kết giá tốt nhất thị trường, hình thật, giá thật. Không làm mất thời ...",
1636,38000.0,180.0,,,,,Có sổ,Tây - Bắc,,"Nhà biệt thự, liền kề",Hà Nội,Hà Đông,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-vuong-villa/b-d03-20-villas-view-vuon-hoa-dep-so-do-s-sg-giao-dich-pr39101878,"Bán biệt thự D03 - 15 An Vượng Villas, view vườn Hoa đẹp, mấy bước chân ra Hồ. sổ đỏ sẵn.0914 102 ***","Bán biệt thự D03 - 15 An Vượng Villas. View vườn hoa đẹp. Sổ đỏ sẵn sàng giao dịch.1. Bán biệt thự D03 - 15- Dt 180m².- Hướng Tây Bắc view vườn hoa, cạnh hồ công viên 18ha.- Sổ đỏ sẵn giao dịch.- Giá ...",
1637,,198.0,,,,23.5,Có sổ,,,"Nhà biệt thự, liền kề",Hà Nội,Hà Đông,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/b-cat-lo-sau-g01-02-villas-mat-23-5m-sat-c-goc-le-qug-dao-pr41860204,"Bán cắt lỗ sâu biệt thự G01-02 An Quý Villas, mặt đường 23,5m, sát căn góc Lê Quang Đạo.0989 695 ***","Bán cắt lỗ sâu biệt thự G01 - 02 An Quý Villas, mặt đường 23,5m, sát căn góc Lê Quang Đạo.- Dt 198m².- 2 mặt đường trước sau, vị trí đẹp nhất nhì dự án, vừa ở vừa kinh doanh quá đẹp.- Do nhu cầu rút v...",
1638,1250.0,32.0,1.0,,,,Hợp đồng mua bán,,Bắc,Condotel,Quảng Ninh,Hạ Long,"Dự án SkyM, Đường Hoàng Quốc Việt, Phường Hùng Thắng, Hạ Long, Quảng Ninh",https://batdongsan.com.vn/ban-condotel-duong-hoang-quoc-viet-phuong-hung-thang-1-prj-skym/ban-can-studio-re-nhat-du-an-ha-long-pr44142933,Bán căn studio rẻ nhất dự án SkyM Hạ Long,"Bán căn studio dự án SkyM Hạ Long.Vị trí vàng ngay mặt đường Hoàng Quốc Việt.Ngay cạnh là siêu thị Lotte.Kế bên là hồ nhạc nước, cơ quan hành chính tỉnh.Vài phút là đi ra quảng trường biển và bãi tắm....",
1639,25000.0,183.0,3.0,3.0,,,Hợp đồng mua bán,Đông - Nam,Tây - Bắc,Căn hộ chung cư,TP.HCM,Quận 2,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/chu-ban-nhanh-3pn-duplex-full-noi-that-moi-tinh-gia-chi-15-7-ty-bao-het-khong-phat-sinh-pr42112076,"Duplex Penthouse-View trực diện sông-full nội thất chỉnh chu-chủ thiện chí bán, gọi ngay0334 237 ***","One Verandah chuyển nhượng.Không đăng ảo - thông tin chính xác - làm việc chính chủ.Chủ gửi bán nhanh căn 3 duplex full nội thất.Diện tích: 183m².Giá bán: 25 tỷ (bao hết thuế phí và 5% sổ hồng), chủ n...",Đầy đủ.
1640,20300.0,50.0,6.0,5.0,4.7,6.0,Có sổ,Tây - Nam,Tây - Nam,Nhà riêng,Hà Nội,Đống Đa,"Thái Hà, Trung Liệt, Đống Đa, Hà Nội",https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/-ca-si-noi-tieng-giam-1-8-ty-ban-19-ty-64m2-oto-tranh-doanh-5t-mt-4-7m-pr44142928,"(Bác sĩ giảm 2 tỷ bán) 20.3 tỷ, Thái Hà, 50m2, ototránh, 30m ra phố, kdoanh cty/VP, 5T, MT 4.5m,","Bác sĩ đa khoa về hưu bán nhà chia cho con giảm chào 2 tỷ tin tưởng giao e Thế bán- Cách vài nhà ra mặt phố, ngõ thông ô tô tránh, kinh doanh tấp nập, thẳng tắp- Cách ngã tư Thái Hà - Tây Sơn - Chùa B...",Đầy đủ
1641,13725.0,225.0,,,,15.0,Hợp đồng mua bán,,,"Nhà biệt thự, liền kề",Bắc Ninh,Từ Sơn,"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/mien-lai-mien-goc-18-thang-cao-cap-vsip-bac-ninh-song-xanh-giua-long-do-thi-pr44142858,Miễn lãi miễn gốc 18 tháng biệt thự cao cấp VSIP Bắc Ninh sống xanh giữa lòng đô thị,Miễn lãi miễn gốc 18 tháng.Biệt thự cao cấp VSIP Bắc Ninh sống xanh giữa lòng đô thị.Diện tích: 225 - 345m².Thiết kế sang trọng biệt lập xanh mát.Giá chỉ từ: 61tr/m².Ưu đãi khủng:Miễn lãi miễn gốc 18 ...,
1642,14000.0,80.0,,,10.0,7.0,Có sổ,Đông,,Đất,Đà Nẵng,Sơn Trà,"Đường Mỹ Khê 8, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",https://batdongsan.com.vn/ban-dat-duong-my-khe-8-phuong-phuoc-my/cuc-pham-lo-8-80m2-ngang-10m-ra-bien-200m-xay-can-ho-cuc-dep-15-ty-x-pr43877107,Cực Phẩm! Lô đất Mỹ Khê 8 - 80m2 ngang 10m - Ra biển Mỹ Khê 200m - xây căn hộ cực đẹp - nhích 14 ty,"Cực Phẩm! Lô đất Mỹ Khê 8 - 80m² ngang 10m - Ra biển Mỹ Khê 200m - Kề góc - xây căn hộ cực đẹp - Giá nhỉnh 14 tỷĐường 5.5m vỉa hè 3m , song song Hồ Nghinh , Võ Nguyên Giáp- DT : 80m mặt tiền 10m , vuô...",
1643,1980.0,56.0,2.0,1.0,,,Hợp đồng mua bán,,,Căn hộ chung cư,Bình Dương,Dĩ An,"Dự án TT AVIO, Đường Tỉnh lộ 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tinh-lo-743c-phuong-tan-dong-hiep-prj-tt-avio/gio-hang-thap-avis-mua-truc-tiep-tu-cdt-gop-chi-9-trieu-1-thang-khong-vay-ngan-hang-pr44122038,"Giỏ hàng tháp Avis mua trực tiếp từ CĐT, góp chỉ 9 triệu 1 tháng không cần vay ngân hàng","Căn hộ TT AVIO sở hữu ngay, thanh toán chỉ 9 triệu/tháng.Vị trí vàng: Mặt tiền đường DT743C, trung tâm Dĩ An chỉ 3 phút đến Vincom Dĩ An, 30 phút đến TP. HCM, liền kề TP. Thủ Đức.Mua trực tiếp từ chủ ...",Cơ bản
1644,175000.0,2200.0,,,40.0,12.0,Có sổ,,,Đất,TP.HCM,Quận 12,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",https://batdongsan.com.vn/ban-dat-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/2200m2-mat-tien-gan-truong-chinh-shr-pr44047049,"2200m2 mặt tiền, 175ty gần Trường Chinh, SHR","Đất rộng, full thổ cư, mặt đường, chủ quyền cá nhân.Diện tích 2200m².Giá 175 tỷ.LH0944 666 ***....",
1645,8500.0,84.0,4.0,5.0,7.0,,Có sổ,,,"Nhà biệt thự, liền kề",TP.HCM,Quận 12,"gần Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/ban-4pn-5wc-84m2-gia-uu-dai-tai-an-q12-hcm-pr44142703,"Bán biệt thự 4PN, 5WC, 84m2, giá ưu đãi tại Nguyễn Văn Quá, Đông Hưng Thuận, Q12, HCM","Biệt thự 4 phòng ngủ, 5 phòng tắm, 4 tầng, diện tích 84m² tại Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, TP.HCM, sở hữu nhiều tiện ích nổi bật.+ 4 tầng - 4PN - 5WC - 1 phòng thờ, có gara oto+ Mặt tiền ...",
